Station,Code,Lat,Lon,Street,Number,Postal Code,City,Country
Nijmegen Dukenburg,nmd,51.82416534,5.795555592,Zwanenveld,8132-8204,6538,Nijmegen,Netherlands
Nijmegen Goffert,nmgo,51.8273,5.822722,Mulderspad,??,6534,Nijmegen,Netherlands
Nijmegen Heyendaal,nmh,51.82694626,5.867499828,Verlengde Groenestraat,21,6525 EG,Nijmegen,Netherlands
Nijmegen Lent,nml,51.861810999999996,5.859686,Snelbinder,??,6663,Nijmegen,Netherlands
Nijverdal,nvd,52.36555,6.4711110000000005,N35,??,7443,Nijverdal,Netherlands
Nunspeet,ns,52.37083435,5.785277842999999,Plesmanlaan,3,8072 PT,Nunspeet,Netherlands
Nuth,nh,50.91944504,5.89277792,Stationsplein,1,6361 BG,Nuth,Netherlands
Obdam,obd,52.67805481,4.907222271,Stationsweg,3,1713 HM,Obdam,Netherlands
Oisterwijk,ot,51.58222198,5.19416666,Spoorlaan,52A,5061 HB,Oisterwijk,Netherlands
Oldenzaal,odz,52.30638885,6.934722423999999,Stationsstraat,12,7573 AT,Oldenzaal,Netherlands
Olst,ost,52.33472061,6.113055706,Stationsweg,34,8121 CL,Olst,Netherlands
Ommen,omn,52.50944519,6.415833472999999,Wolfskuilstraat,22,7731 AT,Ommen,Netherlands
Oosterbeek,otb,51.99499893,5.840000152999999,Johannahoeveweg,4,6861 WH,Oosterbeek,Netherlands
Opheusden,op,51.9261615,5.6371145,Parallelweg,6,6669 MJ,Dodewaard,Netherlands
Oss,o,51.76555634,5.532222271,Spoorlaan,70,5348 KC,Oss,Netherlands
Oss West,ow,51.75805664,5.50555563,Van Schaikstraat,??,5344,Oss,Netherlands
Oudenbosch,odb,51.58777618,4.533333302,Stationsstraat,9,4731 GM,Oudenbosch,Netherlands
Overveen,ovn,52.39110947,4.60611105,Tetterodeweg,3B,2051 EE,Overveen,Netherlands
Purmerend,pmr,52.50305557,4.953610897,Beatrixplein,89,1441 JR,Purmerend,Netherlands
Purmerend Overwhere,pmo,52.51139069,4.968333244,Boeierstraat,42,1443 EN,Purmerend,Netherlands
Purmerend Weidevenne,pmw,52.49659063,4.935629368,Purmerland,12,1448 MD,Purmerend,Netherlands
Putten,pt,52.26499939,5.575277805,Stationsstraat,127,3881 AC,Putten,Netherlands
Raalte,rat,52.39166641,6.277500152999999,Stationsstraat,1,8102 EB,Raalte,Netherlands
Ravenstein,rvs,51.79416656,5.635833262999999,Stationssingel,123,5371 BB,Ravenstein,Netherlands
Reuver,rv,51.28321917,6.078958511000001,Wilhelminalaan,78A,5953 HB,Reuver,Netherlands
Rheden,rh,52.00999832,6.030555725,Groenestraat,5A,6991 GA,Rheden,Netherlands
Rhenen,rhn,51.95861053,5.578333378,Lijnweg,??,3911,Rhenen,Netherlands
Rijssen,rsn,52.31222153,6.520277977,Stationsdwarsweg,7,7461 AR,Rijssen,Netherlands
Rijswijk,rsw,52.03972244,4.31916666,Hoogkamerlaan,110,2284 GN,Rijswijk,Netherlands
Rilland-Bath,rb,51.42277908,4.161110878,Haltestraat,47,4411 NE,Rilland,Netherlands
Roermond,rm,51.1930542,5.994166851,Stationsplein,8,6041 GN,Roermond,Netherlands
Roodeschool,rd,53.419212800000004,6.7606167,Stationsstraat,2,9983 ST,Roodeschool,Netherlands
Roosendaal,rsd,51.54027939,4.4583334919999995,Stationsplein,1A,4702 VX,Roosendaal,Netherlands
Rosmalen,rs,51.71472168,5.368055344,Vendelierstraat,15,5241 TT,Rosmalen,Netherlands
Rotterdam Alexander,rta,51.95194626,4.553611279,Station,??,3068,Rotterdam,Netherlands
Rotterdam Blaak,rtb,51.92027664,4.488888741,Kolk,172,3011 MD,Rotterdam,Netherlands
Rotterdam Centraal,rtd,51.92499924,4.46888876,Provenierstunnel,??,3013,Rotterdam,Netherlands
Rotterdam Lombardijen,rlb,51.88000107,4.53138876,Spinozaweg,??,??,Rotterdam,Netherlands
Rotterdam Noord,rtn,51.9422226,4.481666565,Bergweg,8,3036 BA,Rotterdam,Netherlands
Rotterdam Stadion,rtst,51.89389038,4.519721985,Olympiaweg,49,3077 AL,Rotterdam,Netherlands
Rotterdam Zuid,rtz,51.90444565,4.510277748,Rosestraat,1087,3071 AL,Rotterdam,Netherlands
Ruurlo,rl,52.081088799999996,6.4492655999999995,Vordenseweg,??,7261,Ruurlo,Netherlands
Santpoort Noord,sptn,52.43388748,4.632500172,Santpoortse Dreef,1,2071 TP,Santpoort-Noord,Netherlands
Santpoort Zuid,sptz,52.41972351,4.631388664,Willem de Zwijgerlaan,59,2082 BB,Santpoort-Zuid,Netherlands
Sappemeer Oost,spm,53.158918299999996,6.7955648,Borgercompagniesterstraat,72,9611 KC,Sappemeer,Netherlands
Sassenheim,ssh,52.215278000000005,4.517222,Stationsplein,??,2361,Warmond,Netherlands
Sauwerd,swd,53.29113,6.5404,Stationsstraat,35-37,9771,Sauwerd,Netherlands
Schagen,sgn,52.7844429,4.805277824,Spoorlaan,1,1741 EN,Schagen,Netherlands
Scheemda,sda,53.165536200000005,6.977777499999999,Stationsstraat,85,9679 EC,Scheemda,Netherlands
Schiedam Centrum,sdm,51.92124381,4.408993721,Brandersbrug,??,3112,Schiedam,Netherlands
Schiedam Nieuwland,nwl,51.92222214,4.382222176,Bijdorpplein,1,3118 JE,Schiedam,Netherlands
Schin op Geul,sog,50.85638809,5.872222423999999,Baanweg,3,6305,Schin op Geul,Netherlands
Schinnen,sn,50.93916702,5.874444485,Borgerweg,2,6365 CW,Schinnen,Netherlands
Schiphol Airport,shl,52.30944443,4.761944294,Aankomstpassage,29,1118 AX,Schiphol,Netherlands
Simpelveld,spv,50.83147507,5.979738235,Gaasstraat,3A,6369 VA,Simpelveld,Netherlands
Sittard,std,51.00166702,5.858611107000001,Stationsplein,2,6131 AS,Sittard,Netherlands
Sliedrecht,sdt,51.82972336,4.778333187,Parallelweg,3,3364 AK,Sliedrecht,Netherlands
Sliedrecht Baanhoek,sdtb,51.829722,4.743333,Intermezzo,??,3364,Sliedrecht,Netherlands
Sneek,sk,53.032868799999996,5.6523969,Doctor Boumaweg,11-15,8601,Sneek,Netherlands
Sneek Noord,sknd,53.040931900000004,5.6631808,Worp Tjaardastraat,22,8602 XE,Sneek,Netherlands
Soest,st,52.17333221,5.309999943,Stationsweg,16,3764 CJ,Soest,Netherlands
Soest Zuid,stz,52.16527939,5.303055763,Eikenlaan,44,3768 ET,Soest,Netherlands
Soestdijk,sd,52.18361282,5.3000001910000005,Het Oude Raadhuis,75,3761 AW,Soest,Netherlands
Spaubeek,sbk,50.9430542,5.851666451,Oliemolenderweg,??,6176,Spaubeek,Netherlands
Spekholzerheide,sph,50.85355,6.02578,Plein,37,6466 GG,Kerkrade,Netherlands
Stavoren,stv,52.886553500000005,5.3600212,Stationsweg,19,8715 ES,Stavoren,Netherlands
Stedum,stm,53.32620920000001,6.687555099999999,Stationsstraat,2,9921 PX,Stedum,Netherlands
Steenwijk,swk,52.79151099,6.114555762999999,Stationsplein,10,8331 GM,Steenwijk,Netherlands
Susteren,srn,51.06138992,5.863055706,Spoorstraat,60,6114 EM,Susteren,Netherlands
Swalmen,sm,51.235820000000004,6.03228,A73,??,6071,Swalmen,Netherlands
Tegelen,tg,51.33894,6.142530000000001,Steenweg,53,5932 AC,Tegelen,Netherlands
Terborg,tbg,51.9224549,6.3642465999999995,Stationsweg,25,7061 CT,Terborg,Netherlands
Tiel,tl,51.88944626,5.422222137,Spoorstraat,5,4001 CN,Tiel,Netherlands
Tiel Passewaaij,tpsw,51.87388992,5.392222404,Zijweg Oude Tielseweg,1,4014 PG,Wadenoijen,Netherlands
Tilburg,tb,51.560554499999995,5.0836110119999995,Spoorlaan,37,5038 CB,Tilburg,Netherlands
Tilburg Reeshof,tbr,51.57361221,4.99444437,Ketelhavenplein,??,5045,Tilburg,Netherlands
Tilburg Universiteit,tbu,51.56499863,5.051111221,Statenlaan,??,5037,Tilburg,Netherlands
Twello,twl,52.23777771,6.098610878,Koningin Julianastraat,28,7391 EB,Twello,Netherlands
Uitgeest,utg,52.52166748,4.701666832,Gorskamplaan,??,1911,Uitgeest,Netherlands
Uithuizen,uhz,53.409956799999996,6.674886900000001,Industrieweg,2,9981 HJ,Uithuizen,Netherlands
Uithuizermeeden,uhm,53.4145845,6.720297500000001,Stationsstraat,20,9982 HA,Uithuizermeeden,Netherlands
Usquert,ust,53.40147420000001,6.6093776,Stationsstraat,2,9988 RP,Usquert,Netherlands
Utrecht Centraal,ut,52.08889008,5.110277653,Stationshal,6,3511 CE,Utrecht,Netherlands
Utrecht Leidsche Rijn,utlr,52.09896,5.065230000000001,Huppeldijk,??,3541,Utrecht,Netherlands
Utrecht Lunetten,utl,52.06555557,5.14416647,Furkaplateau,??,3524,Utrecht,Netherlands
Utrecht Maliebaan,utm,52.08777618,5.131388664,Maliebaanstation,16,3581 XW,Utrecht,Netherlands
Utrecht Overvecht,uto,52.11000061,5.124722004,Tiberdreef,24,3561 GG,Utrecht,Netherlands
Utrecht Terwijde,utt,52.10055542,5.0416665080000005,Hof Ter Weydeweg,27,3543 BC,Utrecht,Netherlands
Utrecht Zuilen,utzl,52.103055,5.09,Geraniumstraat,56,3551 HD,Utrecht,Netherlands
Valkenburg,vk,50.86972046,5.832221985,Parallelweg,57,6301 XZ,Valkenburg,Netherlands
Varsseveld,vsv,51.937257,6.458839,Spoorstraat,53,7051 CH,Varsseveld,Netherlands
Veendam,vdm,53.10324,6.88475,Spoorweg,6,9641 KH,Veendam,Netherlands
Veenendaal Centrum,vndc,52.02000046,5.5486111639999995,Rembrandtlaan,15,3904 ZJ,Veenendaal,Netherlands
Veenendaal West,vndw,52.0280571,5.53138876,Dichterslaan,2,3906 EN,Veenendaal,Netherlands
Veenendaal-De Klomp,klp,52.04583359,5.573888779,Dokter Hoolboomweg,??,6745,De Klomp,Netherlands
Veenwouden tot 13 dec,vwd,53.235183400000004,5.9886615,Stasjonwei,1,9269 PG,Feanwâlden,Netherlands
Velp,vp,51.99472046,5.980278015,Kastanjelaan,11-12,6883 HZ,Velp,Netherlands
Venlo,vl,51.36360931,6.172777653,Stationsplein,3,5913 AA,Venlo,Netherlands
Venray,vry,51.526568100000006,6.014177799,Stationsweg,213,5807 AB,Oostrum,Netherlands
Vierlingsbeek,vlb,51.59193,5.99714,Soetendaal,9,5821 BL,Vierlingsbeek,Netherlands
Vlaardingen Centrum,vdg,51.9030571,4.344166756,Parallelweg,10,3131 DG,Vlaardingen,Netherlands
Vlaardingen Oost,vdo,51.91027832,4.361666679,Burgemeester van Lierplein,65,3134,Vlaardingen,Netherlands
Vlaardingen West,vdw,51.90416718,4.313055515,George Stephensonweg,25,3133 KJ,Vlaardingen,Netherlands
Vleuten,vtn,52.10305405,5.010833263,Stationsstraat,35,3451 BW,Utrecht,Netherlands
Vlissingen,vs,51.44583511,3.595277786,Veerhavenweg,??,4382,Vlissingen,Netherlands
Vlissingen Souburg,vss,51.46472168,3.595277786,Bermweg,1,4388 CA,Oost-Souburg,Netherlands
Voerendaal,vdl,50.88722229,5.930277824,Hoolstraat,44,6367 GD,Voerendaal,Netherlands
Voorburg,vb,52.06666565,4.359444618,Utrechtsebaan,??,2271,Voorburg,Netherlands
Voorhout,vh,52.22444534,4.484444618,De Gaasbak,??,2215,Voorhout,Netherlands
Voorschoten,vst,52.12527847,4.4324998860000004,Geestwoningpad,??,2254,Voorschoten,Netherlands
Voorst-Empe,vem,52.15750122,6.143610954,IJsselstraat,2,7399 RC,Empe,Netherlands
Vorden,vd,52.107194899999996,6.3170457,Stationsweg,33,7251 EL,Vorden,Netherlands
Vriezenveen,vz,52.402029999999996,6.600410000000001,Wierdenseweg,16,7671 JK,Vriezenveen,Netherlands
Vroomshoop,vhp,52.4571921,6.569667900000001,Stationslaan,16,7681 DL,Vroomshoop,Netherlands
Vught,vg,51.65555573,5.291944504,Stationsstraat,29,5261 VB,Vught,Netherlands
Waddinxveen,wad,52.04416656,4.649722099,Puttelaan,??,2742,Waddinxveen,Netherlands
Waddinxveen Noord,wadn,52.05500031,4.648333549,Sparrengaarde,45,2742 DM,Waddinxveen,Netherlands
Warffum,wfm,53.3908431,6.5671364,??,??,9989,Warffum,Netherlands
Weert,wt,51.24861145,5.703610897000001,Louis Regoutstraat,??,6006,Weert,Netherlands
Weesp,wp,52.31277847,5.043055534,Stationsplein,2,1382 AD,Weesp,Netherlands
Wehl,wl,51.957806500000004,6.213844,Stationsstraat,30A,7031 BR,Wehl,Netherlands
Westervoort,wtv,51.96286,5.9695,Noordelijke Parallelweg,1A,6931 ER,Westervoort,Netherlands
Wezep,wz,52.45416641,6.002500057000001,Stationsweg,109,8091 AC,Wezep,Netherlands
Wierden,wdn,52.36138916,6.591666697999999,Spoorstraat,1,7641 BJ,Wierden,Netherlands
Wijchen,wc,51.8116684,5.73083353,Zomertaling,77,6601,Wijchen,Netherlands
Wijhe,wh,52.39027786,6.1405553820000005,Spoorslag,??,8131,Wijhe,Netherlands
Winschoten,ws,53.139237699999995,7.035100999999999,Stationsweg,22,9671 AN,Winschoten,Netherlands
Winsum,wsm,53.330099399999995,6.5202905,Ubbo J. Mansholtplein,1,9951 BX,Winsum,Netherlands
Winterswijk,ww,51.967730700000004,6.7155181,Stationsstraat,34,7101 GH,Winterswijk,Netherlands
Winterswijk West,www,51.97453,6.7041699999999995,Europark,24,7102 AM,Winterswijk,Netherlands
Woerden,wd,52.08499908,4.893610954,Stationsplein-Zuid,1,3446 GM,Woerden,Netherlands
Wolfheze,wf,52.0055542,5.79361105,Johannahoeveweg,12,6874 CD,Wolfheze,Netherlands
Wolvega,wv,52.88083267,6.0036110879999995,Stationsweg,10,8471 AR,Wolvega,Netherlands
Workum,wk,52.972486399999994,5.4564285,Parallelwei,3,8711 CH,Workum,Netherlands
Wormerveer,wm,52.48916626,4.792222023,Wandelweg,8,1521 AG,Wormerveer,Netherlands
Zaandam,zd,52.43888855,4.813611031000001,Provincialeweg,25,1506 MA,Zaandam,Netherlands
Zaandam Kogerveld,zdk,52.45666504,4.820277691,Veldbloemenweg,2A,1508 WV,Zaandam,Netherlands
Zaltbommel,zbm,51.80888748,5.263333321,Oude Stationsweg,71,5301 GL,Zaltbommel,Netherlands
Zandvoort aan Zee,zvt,52.37527847,4.5327777860000005,Haltestraat,77,2042 LL,Zandvoort,Netherlands
Zetten-Andelst,za,51.920056,5.722840799999999,Parallelweg Noord,4,6671 DK,Zetten,Netherlands
Zevenaar,zv,51.92305374,6.071944237,Ringbaan Zuid,8,6905,Zevenaar,Netherlands
Zevenbergen,zvb,51.64042,4.60904,Gildelaan,11,4761 BA,Zevenbergen,Netherlands
Zoetermeer,ztm,52.04750061,4.4772224430000005,Nelson Mandelabrug,6,2719 EZ,Zoetermeer,Netherlands
Zoetermeer Oost,ztmo,52.04639053,4.492777824,Zuidweg,??,2718,Zoetermeer,Netherlands
Zuidbroek,zb,53.15961228,6.8679142,Stationsstraat,5,9636 BA,Zuidbroek,Netherlands
Zuidhorn,zh,53.2486292,6.4062361,Hooiweg,9,9801 AJ,Zuidhorn,Netherlands
Zutphen,zp,52.14527893,6.19416666,Havenstraat,25-35,7202,Zutphen,Netherlands
Zwaagwesteinde tot 13 dec,zww,53.248169999999995,6.03463,Bûterwei,14,9271 EN,De Westereen,Netherlands
Zwijndrecht,zwd,51.81499863,4.641666889,Westelijke Parallelweg,50,3331 EW,Zwijndrecht,Netherlands
Zwolle,zl,52.5047226,6.091944217999999,Stationsplein,25,8011 CW,Zwolle,Netherlands
